0.001527	0.033597
-0.441017	-0.077384
-0.387250	-0.045943
-0.411356	-0.087220
-0.371917	-0.021651
-0.389248	-0.045776
-0.361107	-0.008324
-0.374115	-0.020826
-0.361104	-0.008327
-0.361103	0.008465
-0.320186	0.009984
-0.334823	-0.000272
-0.288032	0.021382
-0.308191	0.005392
-0.261009	0.035867
-0.279924	0.019175
-0.223581	0.055910
-0.248332	0.031793
-0.160503	0.064839
-0.189630	0.077799
-0.213300	0.051960
-0.499218	-0.180075
-0.472194	-0.132413
-0.492060	-0.180170
-0.450712	-0.093896
-0.453951	-0.094316
-0.483671	-0.132725
-0.439730	-0.074253
-0.471084	-0.080495
-0.411356	-0.045945
-0.450058	-0.068290
-0.389248	-0.020316
-0.422498	-0.039513
-0.373358	-0.000749
-0.374115	-0.000312
-0.399005	-0.014683
-0.334823	0.025345
-0.308191	0.037493
-0.332027	0.023731
-0.279924	0.053160
-0.307626	0.037166
-0.248332	0.072769
-0.281110	0.053844
-0.213300	0.095869
-0.250821	0.074206
-0.152113	0.118710
-0.161554	0.124574
-0.212286	0.095284
-0.439985	-0.240028
-0.449483	-0.247974
-0.499916	-0.198301
-0.505683	-0.201287
-0.492060	-0.155725
-0.532860	-0.179281
-0.483671	-0.107344
-0.529765	-0.133956
-0.471084	-0.067075
-0.512250	-0.090843
-0.450058	-0.036659
-0.486912	-0.057937
-0.422498	-0.012128
-0.457523	-0.032349
-0.399005	0.008248
-0.428397	-0.008721
-0.388278	0.024590
-0.381412	0.022210
-0.402299	0.010150
-0.332027	0.049423
-0.356596	0.035238
-0.307626	0.065344
-0.333615	0.050339
-0.281110	0.085381
-0.311720	0.067708
-0.250822	0.111712
-0.288769	0.089803
-0.212286	0.146602
-0.261770	0.118033
-0.167697	0.196008
-0.161396	0.192572
-0.226652	0.154896
-0.318158	-0.295547
-0.441245	-0.314520
-0.422414	-0.288374
-0.505683	-0.261276
-0.519575	-0.269296
-0.532860	-0.190917
-0.580205	-0.218251
-0.529765	-0.123024
-0.590110	-0.157865
-0.512250	-0.068059
-0.568610	-0.100598
-0.486912	-0.027911
-0.534351	-0.055299
-0.457523	0.000652
-0.496954	-0.022114
-0.428397	0.021443
-0.460967	0.002640
-0.411964	0.041726
-0.402299	0.036146
-0.401413	0.068655
-0.428081	0.021261
-0.380879	0.047493
-0.384398	0.045460
-0.356596	0.062001
-0.376559	0.050475
-0.333615	0.074713
-0.356115	0.061723
-0.311720	0.092305
-0.337903	0.077189
-0.288769	0.117176
-0.321784	0.098116
-0.261770	0.152686
-0.306023	0.127137
-0.226652	0.201934
-0.286862	0.167172
-0.184085	0.262311
-0.183171	0.261868
-0.256816	0.219349
-0.141478	-0.262146
-0.316850	-0.358545
-0.422414	-0.430921
-0.306952	-0.364261
-0.519575	-0.378375
-0.516501	-0.376599
-0.580205	-0.259769
-0.652605	-0.301570
-0.590110	-0.148448
-0.681565	-0.201249
-0.568609	-0.068008
-0.649022	-0.114434
-0.534351	-0.015005
-0.597382	-0.051396
-0.496954	0.018854
-0.544975	-0.008871
-0.460967	0.040581
-0.497776	0.019328
-0.433871	0.058403
-0.428081	0.055061
-0.420075	0.090984
-0.457063	0.038327
-0.376559	0.073561
-0.356115	0.083325
-0.374793	0.072541
-0.337903	0.095970
-0.357960	0.084390
-0.321784	0.115346
-0.346622	0.101005
-0.306022	0.145677
-0.340171	0.125961
-0.286862	0.193048
-0.337467	0.163832
-0.256817	0.264151
-0.333416	0.219925
-0.188114	0.341451
-0.213289	0.350838
-0.245625	0.469990
-0.310126	0.294930
0.161819	-0.086647
-0.128287	-0.374758
-0.306952	-0.625632
-0.000358	-0.448619
-0.516501	-0.612647
-0.422975	-0.558648
-0.652606	-0.393651
-0.774209	-0.463857
-0.681565	-0.187677
-0.845461	-0.282304
-0.649022	-0.061854
-0.774259	-0.134160
-0.597383	0.008389
-0.684034	-0.041639
-0.544975	0.047015
-0.604630	0.012574
-0.497776	0.068187
-0.539710	0.043975
-0.439334	0.120680
-0.454256	0.077641
-0.457064	0.079262
-0.487011	0.061972
-0.374793	0.093519
-0.389827	0.084839
-0.357960	0.099594
-0.371637	0.091697
-0.346623	0.110602
-0.361824	0.101825
-0.340171	0.130290
-0.360447	0.118584
-0.337466	0.165341
-0.369173	0.147035
-0.333416	0.228234
-0.389908	0.195618
-0.310126	0.342303
-0.420557	0.278545
-0.386389	0.790151
-0.214873	0.535136
-0.429498	0.411221
0.357248	0.248066
0.172935	-0.148283
0.416215	0.245283
-0.000358	-0.840224
0.685522	-0.444227
-0.422975	-1.159402
0.064754	-0.877818
-0.774209	-0.694447
-1.001251	-0.825531
-0.845461	-0.232461
-1.209926	-0.442889
-0.774259	-0.030634
-0.984648	-0.152102
-0.684034	0.055574
-0.803804	-0.013577
-0.604630	0.093238
-0.676950	0.051483
-0.539710	0.109098
-0.585905	0.082427
-0.456630	0.158618
-0.471557	0.105526
-0.487012	0.114449
-0.517995	0.096561
-0.389827	0.108790
-0.399717	0.103080
-0.371637	0.106749
-0.378964	0.102518
-0.361825	0.107966
-0.367785	0.104525
-0.360447	0.114371
-0.366683	0.110771
-0.369173	0.130123
-0.378452	0.124766
-0.389908	0.164116
-0.408979	0.153106
-0.420557	0.239577
-0.470583	0.210694
-0.429498	0.431731
-0.591439	0.338237
-1.210354	1.731919
-0.230119	1.028000
-0.846186	0.672309
0.516502	0.521170
0.334939	0.301252
0.416215	0.348179
0.685522	-0.169127
0.998872	0.011788
0.064754	-2.600134
2.480429	-1.205430
-1.001251	-1.599826
-1.334555	-1.792259
-1.209927	-0.177541
-2.337330	-0.828432
-0.984648	0.088920
-1.328046	-0.109343
-0.803804	0.154916
-0.951380	0.069713
-0.676951	0.170665
-0.754017	0.126171
-0.585905	0.169794
-0.630674	0.143948
-0.490761	0.146568
-0.517995	0.162292
-0.473829	0.212299
-0.545452	0.146439
-0.399717	0.130622
-0.404277	0.127989
-0.378964	0.120034
-0.380172	0.119338
-0.367785	0.111421
-0.365915	0.112500
-0.366683	0.105051
-0.361717	0.107917
-0.378452	0.101950
-0.369882	0.106898
-0.408979	0.104081
-0.395562	0.111828
-0.470583	0.116177
-0.450256	0.127913
-0.591439	0.152669
-0.562614	0.169311
-1.491579	-0.260383
-1.988377	0.927781
-0.846187	0.268330
-0.818980	0.284037
0.529801	0.750538
0.509785	0.732211
0.998872	0.768182
0.723175	0.609009
2.480429	1.479493
1.123644	0.696145
-1.334555	0.551912
1.376279	2.116981
-2.337329	0.907792
-2.144140	1.019331
-1.328046	0.471101
-1.454492	0.398096
-0.951380	0.352265
-1.036798	0.302948
-0.754017	0.295392
-0.803445	0.266854
-0.630674	0.256953
-0.659056	0.240566
-0.506856	0.205004
-0.545452	0.227288
-0.491485	0.273715
-0.562372	0.217519
-0.404278	0.159792
-0.403615	0.160175
-0.380171	0.140662
-0.375658	0.143268
-0.365915	0.122945
-0.357700	0.127689
-0.361718	0.105893
-0.349048	0.113208
-0.369882	0.088604
-0.350827	0.099605
-0.395562	0.069065
-0.365800	0.086248
-0.450256	0.042164
-0.399612	0.071403
-0.562615	-0.007391
-0.463519	0.049822
-0.818980	-0.135827
-0.579566	0.002396
-0.731698	-2.012791
-1.627050	-0.646022
-0.781178	-0.157652
0.518204	0.769946
0.591085	0.817245
0.536022	0.848807
0.525734	0.841698
0.723174	0.948695
0.543092	0.844726
1.123644	1.308204
0.612062	1.012845
1.376280	2.133143
0.535538	1.647745
-2.144140	1.989914
-0.259915	3.077764
-1.454493	1.024805
-0.963493	1.308274
-1.036798	0.640669
-0.912973	0.712159
-0.803445	0.467437
-0.770095	0.486691
-0.504041	0.442531
-0.659056	0.371542
-0.648203	0.377808
-0.505990	0.357281
-0.499676	0.272802
-0.562372	0.308999
-0.556551	0.312361
-0.556551	0.360898
-0.403615	0.197061
-0.396099	0.201400
-0.375658	0.168942
-0.365284	0.174931
-0.357700	0.142792
-0.344032	0.150683
-0.349048	0.117136
-0.331155	0.127466
-0.350827	0.090284
-0.326683	0.104223
-0.365800	0.059244
-0.331431	0.079086
-0.399612	0.017906
-0.346907	0.048336
-0.463519	-0.047753
-0.374702	0.003525
-0.579566	-0.173464
-0.412673	-0.077109
-0.781178	-0.456987
-0.434830	-0.257024
-0.094742	-0.844196
-0.274230	-0.732188
-0.289372	-0.740930
0.452000	0.713658
0.535419	0.746209
0.525734	0.823710
0.463459	0.787757
0.543092	0.928960
0.443264	0.871325
0.612062	1.113719
0.417572	1.001431
0.535538	1.402803
0.323446	1.280352
-0.259915	1.527694
0.029660	1.694876
-0.963493	1.261192
-0.380910	1.597551
-0.912973	0.887040
-0.614206	1.059536
-0.770095	0.647004
-0.633658	0.725776
-0.537583	0.436575
-0.648203	0.500441
-0.474570	0.548728
-0.582222	0.538536
-0.434117	0.286133
-0.416023	0.296579
-0.396099	0.242587
-0.377396	0.253385
-0.365284	0.204491
-0.347700	0.214643
-0.344032	0.170173
-0.324937	0.181197
-0.331155	0.137303
-0.309128	0.150020
-0.326683	0.103855
-0.299952	0.119288
-0.331431	0.067077
-0.297207	0.086837
-0.346906	0.022469
-0.300537	0.049241
-0.374702	-0.037962
-0.308470	0.000277
-0.412673	-0.128046
-0.315673	-0.072043
-0.434831	-0.264554
