3, 0.210, 2.12e6, 200.0
4, 0.642, 3.72e6, 2001.4
5, 0.436, 2.25e6, 0.0
6, 0.561, 3.98e6, 1000.7
7, 0.515, 4.35e6, 1482.5
8, 0.642, 3.72e6, 0.0
