0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-67.656235	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.656235	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.750000	-18.414062	1.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.414062	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.833333	-9.295138	1.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.295138	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.875000	-6.103516	1.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.103516	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.900000	-4.626250	1.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.626250	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.916667	-3.823785	1.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.823785	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.928571	-3.339923	1.071429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.339923	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.937500	-3.025879	1.062500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.025879	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.944444	-2.810571	1.055556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.810571	
